date,sku,category,unit_price,units_sold,revenue
2025-04-22,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-22,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-22,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-23,Canvas Tote,Accessories,44.00,1,44.00
2025-04-23,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-23,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-23,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-23,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-23,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-23,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-23,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-23,Linen Blouse - White,Tops,58.00,2,116.00
2025-04-23,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-23,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-23,Silk Scarf,Accessories,38.00,2,76.00
2025-04-23,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-23,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-23,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-24,Canvas Tote,Accessories,44.00,2,88.00
2025-04-24,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-24,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-24,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-24,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-24,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-24,White Sneakers,Shoes,128.00,1,128.00
2025-04-24,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-24,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-24,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-25,Canvas Tote,Accessories,44.00,3,132.00
2025-04-25,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-25,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-25,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-25,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-25,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-25,Linen Blouse - White,Tops,58.00,2,116.00
2025-04-25,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-25,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-25,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-25,Slip Dress - Black,Dresses,124.00,1,124.00
2025-04-25,White Sneakers,Shoes,128.00,1,128.00
2025-04-25,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-25,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-26,Canvas Tote,Accessories,44.00,10,440.00
2025-04-26,Cashmere Beanie,Accessories,62.00,1,62.00
2025-04-26,Cocktail Dress,Dresses,168.00,2,336.00
2025-04-26,Cotton Tee - Cream,Tops,28.00,11,308.00
2025-04-26,Floral Maxi Dress,Dresses,142.00,5,710.00
2025-04-26,Gold Hoop Earrings,Accessories,32.00,5,160.00
2025-04-26,High-Waist Jeans,Bottoms,118.00,5,590.00
2025-04-26,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-04-26,Leather Loafers - Black,Shoes,168.00,2,336.00
2025-04-26,Linen Blouse - Black,Tops,58.00,7,406.00
2025-04-26,Linen Blouse - White,Tops,58.00,11,638.00
2025-04-26,Linen Shorts,Bottoms,52.00,3,156.00
2025-04-26,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-26,New Arrival: Cropped Cardigan,Tops,82.00,5,410.00
2025-04-26,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-26,Silk Camisole,Tops,72.00,1,72.00
2025-04-26,Silk Scarf,Accessories,38.00,2,76.00
2025-04-26,Slip Dress - Black,Dresses,124.00,4,496.00
2025-04-26,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-26,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-26,Vintage Denim Jacket,Outerwear,145.00,2,290.00
2025-04-26,White Sneakers,Shoes,128.00,1,128.00
2025-04-26,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-26,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-04-26,Wrap Dress - Emerald,Dresses,118.00,2,236.00
2025-04-26,Wrap Sweater - Navy,Tops,96.00,3,288.00
2025-04-26,Wrap Sweater - Sage,Tops,96.00,4,384.00
2025-04-27,Canvas Tote,Accessories,44.00,2,88.00
2025-04-27,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-27,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-04-27,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-27,High-Waist Jeans,Bottoms,118.00,2,236.00
2025-04-27,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-04-27,Linen Blouse - Black,Tops,58.00,4,232.00
2025-04-27,Linen Blouse - White,Tops,58.00,3,174.00
2025-04-27,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-27,New Arrival: Cropped Cardigan,Tops,82.00,3,246.00
2025-04-27,Silk Scarf,Accessories,38.00,2,76.00
2025-04-27,Slip Dress - Black,Dresses,124.00,2,248.00
2025-04-27,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-27,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-04-27,White Sneakers,Shoes,128.00,1,128.00
2025-04-27,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-04-27,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-04-27,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-27,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-28,Canvas Tote,Accessories,44.00,2,88.00
2025-04-28,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-28,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-28,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-28,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-28,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-28,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-28,White Sneakers,Shoes,128.00,1,128.00
2025-04-28,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-28,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-28,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-29,Canvas Tote,Accessories,44.00,4,176.00
2025-04-29,Cashmere Beanie,Accessories,62.00,1,62.00
2025-04-29,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-04-29,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-29,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-29,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-29,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-04-29,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-29,Linen Blouse - White,Tops,58.00,2,116.00
2025-04-29,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-29,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-29,Silk Camisole,Tops,72.00,1,72.00
2025-04-29,Silk Scarf,Accessories,38.00,2,76.00
2025-04-29,Slip Dress - Black,Dresses,124.00,1,124.00
2025-04-29,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-29,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-29,White Sneakers,Shoes,128.00,2,256.00
2025-04-29,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-29,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-29,Wrap Dress - Emerald,Dresses,118.00,2,236.00
2025-04-29,Wrap Sweater - Navy,Tops,96.00,2,192.00
2025-04-29,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-30,Canvas Tote,Accessories,44.00,1,44.00
2025-04-30,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-30,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-30,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-30,Silk Scarf,Accessories,38.00,1,38.00
2025-04-30,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-30,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-30,Wrap Sweater - Sage,Tops,96.00,2,192.00
